document_index,ind,source_id,split_type,activity_label,label,char_start,char_end_exclusive
319,4447,activitynet~v_ok6LTNirAPo,zeroshot,Having an ice cream,2,58402,58510
320,4448,activitynet~v_ok6LTNirAPo,zeroshot,Having an ice cream,3,58512,58702
321,4477,activitynet~v_p3-tF0riSpQ,zeroshot,Having an ice cream,1,58704,58927
322,4481,activitynet~v_p4RUPQAV0ro,zeroshot,Clean and jerk,0,58929,59022
323,4482,activitynet~v_p4RUPQAV0ro,zeroshot,Clean and jerk,0,59024,59166
324,4485,activitynet~v_p4qZGZenAoU,zeroshot,Washing face,0,59168,59259
325,4486,activitynet~v_p4qZGZenAoU,zeroshot,Washing face,1,59261,59410
326,4487,activitynet~v_p4qZGZenAoU,zeroshot,Washing face,2,59412,59621
327,4517,activitynet~v_po9uigsunAU,zeroshot,Running a marathon,1,59623,59789
328,4531,activitynet~v_pxb95-aSDYo,zeroshot,Playing harmonica,0,59791,59967
329,4534,activitynet~v_q0P0EvJOfRQ,indomain,Playing accordion,0,59969,60177
330,4579,activitynet~v_qpdREcmjhUw,indomain,Shuffleboard,1,60179,60427
331,4616,activitynet~v_rLCRgksVNE8,indomain,Getting a piercing,2,60429,60505
332,4643,activitynet~v_rhOtqArO-3Y,indomain,Slacklining,2,60507,60681
333,4646,activitynet~v_rhOtqArO-3Y,indomain,Slacklining,3,60683,60833
334,4649,activitynet~v_rhOtqArO-3Y,indomain,Slacklining,3,60835,61000
335,4658,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,3,61002,61102
336,4659,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,0,61104,61282
337,4660,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,0,61284,61461
338,4661,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,2,61463,61658
339,4662,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,0,61660,61843
340,4663,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,2,61845,62046
341,4664,activitynet~v_rojFvhZw_z8,indomain,Bathing dog,0,62048,62185
342,4744,activitynet~v_sgPkVKPp1dU,indomain,Snatch,3,62187,62474
343,4819,activitynet~v_tbKBKWCh6rs,zeroshot,Washing face,3,62476,62623
344,4848,activitynet~v_tmBTO0cA_qw,zeroshot,Sharpening knives,3,62625,62845
345,4881,activitynet~v_tww0AR8NanU,zeroshot,Playing harmonica,3,62847,63033
346,4891,activitynet~v_u3B3M17akWU,zeroshot,Having an ice cream,0,63035,63200
347,4948,activitynet~v_ursegSrjG1M,indomain,Spread mulch,1,63202,63400
348,4977,activitynet~v_vDaDT1vUOfI,indomain,Swimming,3,63402,63546
349,4980,activitynet~v_vH9gqDUaBQ0,indomain,Sailing,0,63548,63811
350,4990,activitynet~v_vV_d5bfNmBQ,indomain,Playing beach volleyball,3,63813,63936
351,4992,activitynet~v_vV_d5bfNmBQ,indomain,Playing beach volleyball,3,63938,64180
352,4998,activitynet~v_vaqswUFfvMY,zeroshot,Clean and jerk,1,64182,64312
353,5014,activitynet~v_vvdmMyyAtN0,indomain,Getting a haircut,2,64314,64503
354,5018,activitynet~v_vw64k9rIi_g,zeroshot,Washing face,3,64505,64635
355,5019,activitynet~v_vw64k9rIi_g,zeroshot,Washing face,1,64637,64780
356,5020,activitynet~v_vw64k9rIi_g,zeroshot,Washing face,3,64782,65005
357,5041,activitynet~v_wP0jr86MNOw,indomain,Powerbocking,2,65007,65135
358,5050,activitynet~v_wZZUcxhISyE,zeroshot,Having an ice cream,0,65137,65329
359,5059,activitynet~v_wmmOt79-Azo,indomain,Playing badminton,3,65331,65428
360,5060,activitynet~v_wmmOt79-Azo,indomain,Playing badminton,3,65430,65557
361,5071,activitynet~v_wsrSku74OpM,indomain,Beer pong,2,65559,65732
362,5072,activitynet~v_wsrSku74OpM,indomain,Beer pong,3,65734,65912
363,5096,activitynet~v_xAI1y9izXOM,indomain,Arm wrestling,1,65914,66042
364,5105,activitynet~v_xEnnIWce1ok,indomain,Doing a powerbomb,1,66044,66203
365,5119,activitynet~v_xS-F-9E3xKk,indomain,Arm wrestling,1,66205,66375
366,5120,activitynet~v_xS-F-9E3xKk,indomain,Arm wrestling,3,66377,66680
367,5145,activitynet~v_xg0OCQW8t2s,zeroshot,Cutting the grass,3,66682,66796
368,5150,activitynet~v_xlPpP0eVL9A,zeroshot,Washing face,3,66798,66945
369,5180,activitynet~v_y5wu5pysE14,zeroshot,High jump,0,66947,67267
370,5181,activitynet~v_y5wu5pysE14,zeroshot,High jump,2,67269,67516
371,5182,activitynet~v_y5wu5pysE14,zeroshot,High jump,0,67518,67824
372,5222,activitynet~v_yLS0UuNYXOI,indomain,Waterskiing,0,67826,67957
373,5230,activitynet~v_yUC6HXP9S8A,zeroshot,Ice fishing,3,67959,68120
374,5231,activitynet~v_yUC6HXP9S8A,zeroshot,Ice fishing,3,68122,68362
375,5232,activitynet~v_yUC6HXP9S8A,zeroshot,Ice fishing,3,68364,68613
376,5240,activitynet~v_yWCrbhU_X_U,zeroshot,Having an ice cream,2,68615,68821
377,5241,activitynet~v_yWCrbhU_X_U,zeroshot,Having an ice cream,3,68823,68969
378,5288,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,3,68971,69104
379,5289,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,1,69106,69298
380,5291,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,1,69300,69458
381,5292,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,3,69460,69610
382,5293,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,1,69612,69752
383,5295,activitynet~v_yxZ4ouqcld4,zeroshot,Running a marathon,0,69754,69899
384,5322,activitynet~v_zGT6EplIOHY,indomain,Futsal,3,69901,70038
385,5384,activitynet~v_zyi4NVylqB0,indomain,Beach soccer,0,70040,70317
386,5403,activitynet~v_-9l1Rh10bO8,indomain,Doing karate,3,70319,70460
387,5404,activitynet~v_-9l1Rh10bO8,indomain,Doing karate,1,70462,70681
388,5405,activitynet~v_-9l1Rh10bO8,indomain,Doing karate,0,70683,70907
389,5413,activitynet~v_-E2dqOULQgY,indomain,Playing drums,3,70909,71037
390,5460,activitynet~v_0YHCiC7IIg8,zeroshot,Playing harmonica,1,71039,71252
391,5461,activitynet~v_0YHCiC7IIg8,zeroshot,Playing harmonica,3,71254,71417
392,5471,activitynet~v_0czF2CCgq6I,zeroshot,Cutting the grass,1,71419,71577
393,5493,activitynet~v_1Se1ZqCSQvk,zeroshot,Sharpening knives,3,71579,71805
394,5494,activitynet~v_1Se1ZqCSQvk,zeroshot,Sharpening knives,0,71807,72106
395,5495,activitynet~v_1Se1ZqCSQvk,zeroshot,Sharpening knives,0,72108,72424
396,5504,activitynet~v_1gp-5iOIfVo,zeroshot,Running a marathon,3,72426,72622
397,5505,activitynet~v_1gp-5iOIfVo,zeroshot,Running a marathon,0,72624,72942
398,5506,activitynet~v_1gp-5iOIfVo,zeroshot,Running a marathon,0,72944,73171
399,5507,activitynet~v_1gp-5iOIfVo,zeroshot,Running a marathon,2,73173,73495
400,5529,activitynet~v_25Wxe9TQzY8,indomain,Windsurfing,3,73497,73614
401,5543,activitynet~v_2Sev8z4P7pE,indomain,Raking leaves,3,73616,73693
402,5544,activitynet~v_2Sev8z4P7pE,indomain,Raking leaves,2,73695,73830
403,5657,activitynet~v_62BPME-ikJU,zeroshot,Cutting the grass,1,73832,73990
404,5658,activitynet~v_62BPME-ikJU,zeroshot,Cutting the grass,3,73992,74185
405,5717,activitynet~v_7ih5UMIU7zE,indomain,Cheerleading,2,74187,74427
406,5813,activitynet~v_AFtFitXAFks,indomain,Tumbling,0,74429,74536
407,5814,activitynet~v_AFtFitXAFks,indomain,Tumbling,0,74538,74684
408,5816,activitynet~v_AOteP9srRpw,indomain,Windsurfing,0,74686,74811
409,5823,activitynet~v_ASXqlsSfZ5E,indomain,Powerbocking,0,74813,74944
410,5826,activitynet~v_Aa33vHLEXJA,indomain,Bullfighting,0,74946,75082
411,5831,activitynet~v_Auy0KGsXAIg,indomain,Fixing bicycle,2,75084,75231
412,5880,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,1,75233,75412
413,5881,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,2,75414,75590
414,5901,activitynet~v_CPnLc0MtBYc,zeroshot,High jump,3,75592,75730
415,5922,activitynet~v_CjPN7fw0B48,zeroshot,Cutting the grass,0,75732,75813
416,5997,activitynet~v_EXxckPa76vc,indomain,Table soccer,1,75815,76061
417,6005,activitynet~v_EpWZ_-hNKKs,indomain,Surfing,1,76063,76197
418,6016,activitynet~v_FEqLmpNzxdg,zeroshot,Ice fishing,3,76199,76290
419,6018,activitynet~v_FEqLmpNzxdg,zeroshot,Ice fishing,3,76292,76426
420,6028,activitynet~v_FMVECEaQ0Jo,zeroshot,Running a marathon,1,76428,76753
421,6034,activitynet~v_FRJLhGFpCGE,zeroshot,Running a marathon,1,76755,76920
422,6036,activitynet~v_FRJLhGFpCGE,zeroshot,Running a marathon,2,76922,77149
423,6099,activitynet~v_HW5QhCSKTsw,zeroshot,Layup drill in basketball,2,77151,77253
424,6139,activitynet~v_ILIpCfCWyT0,indomain,Skateboarding,0,77255,77351
425,6145,activitynet~v_Ihmu18WVMpk,indomain,Futsal,2,77353,77486
426,6159,activitynet~v_IqXaLlFSWwc,zeroshot,High jump,2,77488,77754
427,6180,activitynet~v_JMlNfZlOyX8,zeroshot,Washing face,1,77756,78006
428,6181,activitynet~v_JMlNfZlOyX8,zeroshot,Washing face,1,78008,78283
429,6182,activitynet~v_JMpwIWxoB5s,indomain,Making a lemonade,3,78285,78406
430,6183,activitynet~v_JMpwIWxoB5s,indomain,Making a lemonade,3,78408,78590
431,6184,activitynet~v_JQcN61A1MEU,indomain,Futsal,1,78592,78687
432,6185,activitynet~v_JQcN61A1MEU,indomain,Futsal,2,78689,78823
433,6189,activitynet~v_JXMD8Obk0yg,indomain,Arm wrestling,1,78825,78950
434,6190,activitynet~v_J_CJSmMFWlg,indomain,Doing kickboxing,2,78952,79071
435,6212,activitynet~v_JyfelXz6GaA,indomain,Futsal,1,79073,79226
436,6220,activitynet~v_K98WGaMR4eM,indomain,Doing a powerbomb,3,79228,79318
437,6223,activitynet~v_KFS_lGlO-Ew,zeroshot,Gargling mouthwash,2,79320,79451
438,6228,activitynet~v_KNyM0KvDHMM,indomain,Fixing bicycle,3,79453,79598
439,6230,activitynet~v_KU8VVtam3ig,zeroshot,Sharpening knives,1,79600,79684
440,6232,activitynet~v_KU8VVtam3ig,zeroshot,Sharpening knives,1,79686,79903
441,6233,activitynet~v_KU8VVtam3ig,zeroshot,Sharpening knives,3,79905,80193
442,6241,activitynet~v_KjUxjcpIG_Y,zeroshot,Gargling mouthwash,2,80195,80285
443,6298,activitynet~v_MjRsR_7ECi8,zeroshot,Gargling mouthwash,1,80287,80475
444,6302,activitynet~v_MkKUQ4MMHd8,indomain,Camel ride,1,80477,80605
445,6324,activitynet~v_NVR52Aed_7s,indomain,Kneeling,1,80607,80687
446,6374,activitynet~v_OzXD3WO6jrs,indomain,Using parallel bars,1,80689,80808
447,6406,activitynet~v_PwyvQ3BKziA,zeroshot,Washing face,2,80810,80984
448,6407,activitynet~v_Q2wd5aLtZ1E,indomain,Roof shingle removal,0,80986,81094
449,6436,activitynet~v_RF0ChBe9HHI,zeroshot,Playing violin,0,81096,81184
450,6449,activitynet~v_RTM6iJxc-G0,indomain,Drum corps,2,81186,81361
451,6451,activitynet~v_RVZprJDJz1U,indomain,Polishing forniture,2,81363,81555
452,6462,activitynet~v_RllrUfp2EIU,indomain,Starting a campfire,0,81557,81700
453,6464,activitynet~v_Rnux3rCLdmI,indomain,Polishing shoes,1,81702,81830
454,6500,activitynet~v_T3bTwmccIEQ,indomain,Canoeing,2,81832,81946
455,6501,activitynet~v_T3bTwmccIEQ,indomain,Canoeing,2,81948,82077
456,6510,activitynet~v_TEh6gfRUFZQ,indomain,Removing ice from car,1,82079,82270
457,6514,activitynet~v_TGvY7GtyTK4,indomain,Kneeling,3,82272,82543
458,6515,activitynet~v_TGvY7GtyTK4,indomain,Kneeling,3,82545,82858
459,6522,activitynet~v_TX8FGTL1flw,zeroshot,Ice fishing,1,82860,83022
460,6543,activitynet~v_Tw1vg9qWLx0,indomain,Croquet,3,83024,83095
461,6566,activitynet~v_UL_3QfD3ERM,indomain,Disc dog,2,83097,83191
462,6567,activitynet~v_UL_3QfD3ERM,indomain,Disc dog,0,83193,83349
463,6584,activitynet~v_Uj1QtIM8500,indomain,Putting in contact lenses,0,83351,83539
464,6587,activitynet~v_UodvUEkuVig,indomain,Removing curlers,0,83541,83620
465,6591,activitynet~v_Uqte3S_ErTM,indomain,Doing motocross,3,83622,83717
466,6592,activitynet~v_Uqte3S_ErTM,indomain,Doing motocross,0,83719,83863
467,6611,activitynet~v_VceicZDzH3U,indomain,Carving jack-o-lanterns,0,83865,83995
468,6613,activitynet~v_VceicZDzH3U,indomain,Carving jack-o-lanterns,1,83997,84169
469,6615,activitynet~v_VceicZDzH3U,indomain,Carving jack-o-lanterns,0,84171,84367
470,6617,activitynet~v_VceicZDzH3U,indomain,Carving jack-o-lanterns,3,84369,84544
471,6627,activitynet~v_VhzPqd0Su5I,zeroshot,Cutting the grass,2,84546,84790
472,6628,activitynet~v_VhzPqd0Su5I,zeroshot,Cutting the grass,1,84792,84970
473,6633,activitynet~v_VlLq4bAHCXI,zeroshot,Running a marathon,2,84972,85118
474,6673,activitynet~v_XASTWKClhPU,indomain,Rollerblading,2,85120,85275
475,6682,activitynet~v_Xjw9vUwILOE,indomain,Long jump,2,85277,85478
476,6697,activitynet~v_YIEv6_HQtAc,zeroshot,Layup drill in basketball,0,85480,85581
477,6706,activitynet~v_YfcxIgsqs5M,indomain,Cheerleading,1,85583,85729
478,6707,activitynet~v_YfcxIgsqs5M,indomain,Cheerleading,3,85731,85987
479,6708,activitynet~v_YfxK4HAp8jI,zeroshot,Layup drill in basketball,0,85989,86116
480,6709,activitynet~v_YfxK4HAp8jI,zeroshot,Layup drill in basketball,3,86118,86301
481,6724,activitynet~v_Z1N185E4gsk,indomain,Shoveling snow,0,86303,86402
482,6725,activitynet~v_Z1N185E4gsk,indomain,Shoveling snow,2,86404,86563
483,6742,activitynet~v_ZWzPz-LX9Qg,indomain,Washing hands,0,86565,86648
484,6782,activitynet~v_ZsicrMkZEN8,indomain,Baton twirling,1,86650,86741
485,6828,activitynet~v_altXks0a0qY,indomain,Camel ride,2,86743,86838
486,6829,activitynet~v_altXks0a0qY,indomain,Camel ride,0,86840,86994
487,6840,activitynet~v_bCEdkW675dQ,zeroshot,Playing violin,2,86996,87089
488,6841,activitynet~v_bCEdkW675dQ,zeroshot,Playing violin,3,87091,87225
489,6857,activitynet~v_bfk3xsTt0XA,indomain,Beach soccer,1,87227,87410
490,6863,activitynet~v_bpB0GiH6uDw,zeroshot,Cutting the grass,2,87412,87710
491,6864,activitynet~v_bpB0GiH6uDw,zeroshot,Cutting the grass,3,87712,87928
492,6887,activitynet~v_cXfflEWa83E,indomain,Wakeboarding,0,87930,88021
493,6902,activitynet~v_cr2lbZ6or1Q,zeroshot,Playing violin,0,88023,88136
494,6904,activitynet~v_cw0HRDIQ10I,zeroshot,Clean and jerk,1,88138,88218
495,6947,activitynet~v_e1_oskOyQoU,zeroshot,Sharpening knives,3,88220,88448
496,6955,activitynet~v_eUecHAdv1uU,indomain,Calf roping,0,88450,88547
497,6956,activitynet~v_eUecHAdv1uU,indomain,Calf roping,1,88549,88709
498,7012,activitynet~v_fxbEiZrQQzM,zeroshot,Cutting the grass,3,88711,88791
499,7013,activitynet~v_fxbEiZrQQzM,zeroshot,Cutting the grass,0,88793,88933
500,7028,activitynet~v_gdYr4E3qobI,zeroshot,Ice fishing,1,88935,89068
501,7029,activitynet~v_gdYr4E3qobI,zeroshot,Ice fishing,1,89070,89203
502,7044,activitynet~v_hDb19ih3jAA,indomain,Rollerblading,3,89205,89315
503,7045,activitynet~v_hDb19ih3jAA,indomain,Rollerblading,2,89317,89485
504,7060,activitynet~v_hZ0jI9U5Nws,indomain,Using uneven bars,1,89487,89556
505,7102,activitynet~v_iSJ87SnNLPc,zeroshot,Gargling mouthwash,3,89558,89723
506,7107,activitynet~v_ibjvKk93__g,indomain,Elliptical trainer,1,89725,89847
507,7108,activitynet~v_ibjvKk93__g,indomain,Elliptical trainer,2,89849,90073
508,7109,activitynet~v_ibjvKk93__g,indomain,Elliptical trainer,1,90075,90339
509,7129,activitynet~v_izZqZFVpW4c,zeroshot,Ice fishing,0,90341,90484
510,7187,activitynet~v_kfwwya1qzXM,indomain,Playing guitarra,0,90486,90693
511,7188,activitynet~v_kfwwya1qzXM,indomain,Playing guitarra,0,90695,90965
512,7204,activitynet~v_lCIJJgxTs2U,zeroshot,High jump,0,90967,91074
513,7208,activitynet~v_lDJpGI4BZ8k,zeroshot,Playing harmonica,2,91076,91264
514,7253,activitynet~v_mYHezmI0U6U,indomain,Skiing,1,91266,91410
515,7309,activitynet~v_ndJqptBTxAY,indomain,Hand car wash,2,91412,91512
516,7310,activitynet~v_ndJqptBTxAY,indomain,Hand car wash,0,91514,91683
517,7335,activitynet~v_oNrWO_VQQbk,indomain,Bathing dog,3,91685,91863
518,7336,activitynet~v_oNrWO_VQQbk,indomain,Bathing dog,3,91865,92064
519,7412,activitynet~v_rgAALWYnRrg,indomain,Hitting a pinata,0,92066,92220
520,7413,activitynet~v_rgAALWYnRrg,indomain,Hitting a pinata,3,92222,92535
521,7424,activitynet~v_sGFbsMKkoYs,zeroshot,Clean and jerk,2,92537,92670
522,7425,activitynet~v_sGFbsMKkoYs,zeroshot,Clean and jerk,3,92672,92848
523,7430,activitynet~v_sPSfixKrDc0,indomain,Making a cake,3,92850,93125
524,7431,activitynet~v_sPSfixKrDc0,indomain,Making a cake,3,93127,93456
525,7432,activitynet~v_sPSfixKrDc0,indomain,Making a cake,1,93458,93736
526,7433,activitynet~v_sPSfixKrDc0,indomain,Making a cake,0,93738,93995
527,7445,activitynet~v_sahQxLbmM0U,zeroshot,Clean and jerk,2,93997,94102
528,7452,activitynet~v_sfCfrWpHpu0,zeroshot,Having an ice cream,3,94104,94201
529,7453,activitynet~v_sfCfrWpHpu0,zeroshot,Having an ice cream,0,94203,94335
530,7456,activitynet~v_ssBiSN8XofA,zeroshot,Layup drill in basketball,2,94337,94449
531,7457,activitynet~v_ssBiSN8XofA,zeroshot,Layup drill in basketball,1,94451,94635
532,7469,activitynet~v_t6f_O8a4sSg,indomain,Skateboarding,0,94637,94775
533,7470,activitynet~v_t6f_O8a4sSg,indomain,Skateboarding,2,94777,95008
534,7477,activitynet~v_tBFX7g605Go,zeroshot,Washing face,1,95010,95080
535,7478,activitynet~v_tBFX7g605Go,zeroshot,Washing face,2,95082,95178
536,7479,activitynet~v_tBFX7g605Go,zeroshot,Washing face,0,95180,95301
537,7480,activitynet~v_tBGeBbO8gh0,zeroshot,Ice fishing,3,95303,95391
538,7481,activitynet~v_tBGeBbO8gh0,zeroshot,Ice fishing,1,95393,95521
539,7507,activitynet~v_tghS4UnuWzk,indomain,Cleaning shoes,3,95523,95652
540,7508,activitynet~v_tghS4UnuWzk,indomain,Cleaning shoes,2,95654,95830
541,7515,activitynet~v_txyXUXWybt4,zeroshot,Sharpening knives,1,95832,95942
542,7522,activitynet~v_u9aFICSj7zw,zeroshot,Ice fishing,2,95944,96141
543,7536,activitynet~v_ucsAN6pGv6w,indomain,Javelin throw,0,96143,96304
544,7546,activitynet~v_v-YKnFqX_L0,zeroshot,Running a marathon,3,96306,96427
545,7595,activitynet~v_wmrrBnxbHjk,indomain,Table soccer,0,96429,96622
546,7611,activitynet~v_xDD9rWISPpk,indomain,Powerbocking,2,96624,96727
547,7627,activitynet~v_xYu5luMTycc,indomain,Sailing,1,96729,96853
548,7646,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,0,96855,97052
549,7648,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,3,97054,97228
550,7649,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,0,97230,97487
551,7650,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,2,97489,97657
552,7651,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,2,97659,97882
553,7652,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,2,97884,98034
554,7653,activitynet~v_xsdrqauYhJs,indomain,Baking cookies,2,98036,98218
555,7724,activitynet~v_-9l1Rh10bO8,indomain,Doing karate,3,98220,98368
556,7733,activitynet~v_-E2dqOULQgY,indomain,Playing drums,0,98370,98587
557,7784,activitynet~v_0czF2CCgq6I,zeroshot,Cutting the grass,2,98589,98674
558,7785,activitynet~v_0czF2CCgq6I,zeroshot,Cutting the grass,0,98676,98807
559,7813,activitynet~v_1Se1ZqCSQvk,zeroshot,Sharpening knives,3,98809,98999
560,7816,activitynet~v_1Se1ZqCSQvk,zeroshot,Sharpening knives,0,99001,99168
561,7820,activitynet~v_1buoiCgXG1Q,indomain,Kayaking,3,99170,99308
562,7826,activitynet~v_1gp-5iOIfVo,zeroshot,Running a marathon,2,99310,99448
563,7870,activitynet~v_2Sev8z4P7pE,indomain,Raking leaves,3,99450,99528
564,7871,activitynet~v_2Sev8z4P7pE,indomain,Raking leaves,0,99530,99638
565,7891,activitynet~v_2tlLq9qvG-c,indomain,Baking cookies,1,99640,99780
566,7893,activitynet~v_2tlLq9qvG-c,indomain,Baking cookies,0,99782,100055
567,7894,activitynet~v_2tlLq9qvG-c,indomain,Baking cookies,3,100057,100262
568,7895,activitynet~v_2tlLq9qvG-c,indomain,Baking cookies,0,100264,100529
569,7896,activitynet~v_2tlLq9qvG-c,indomain,Baking cookies,1,100531,100790
570,7922,activitynet~v_3bi2XM3scQA,zeroshot,Clean and jerk,2,100792,100948
571,7924,activitynet~v_3bi2XM3scQA,zeroshot,Clean and jerk,3,100950,101253
572,7996,activitynet~v_62BPME-ikJU,zeroshot,Cutting the grass,1,101255,101501
573,7997,activitynet~v_62BPME-ikJU,zeroshot,Cutting the grass,2,101503,101676
574,8139,activitynet~v_AAfFlwaXW3c,indomain,Snatch,0,101678,101764
575,8151,activitynet~v_AFtFitXAFks,indomain,Tumbling,3,101766,102017
576,8155,activitynet~v_ASXqlsSfZ5E,indomain,Powerbocking,0,102019,102150
577,8166,activitynet~v_Aa33vHLEXJA,indomain,Bullfighting,0,102152,102282
578,8167,activitynet~v_Aa33vHLEXJA,indomain,Bullfighting,3,102284,102494
579,8171,activitynet~v_Auy0KGsXAIg,indomain,Fixing bicycle,1,102496,102714
580,8230,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,2,102716,102834
581,8231,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,3,102836,103023
582,8232,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,3,103025,103259
583,8234,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,0,103261,103447
584,8236,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,0,103449,103623
585,8238,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,2,103625,103817
586,8239,activitynet~v_C0MIMsY6okw,indomain,Making a lemonade,2,103819,104012
587,8280,activitynet~v_CjPN7fw0B48,zeroshot,Cutting the grass,2,104014,104147
588,8281,activitynet~v_CjPN7fw0B48,zeroshot,Cutting the grass,2,104149,104329
589,8298,activitynet~v_D7Oc3SLX0wo,indomain,Playing beach volleyball,0,104331,104400
590,8300,activitynet~v_D7Oc3SLX0wo,indomain,Playing beach volleyball,3,104402,104538
591,8301,activitynet~v_D7Oc3SLX0wo,indomain,Playing beach volleyball,1,104540,104682
592,8326,activitynet~v_E5FiPYZARLE,indomain,Playing beach volleyball,3,104684,104867
593,8347,activitynet~v_EbGq9gXcXLQ,indomain,Playing congas,2,104869,105085
594,8350,activitynet~v_EpWZ_-hNKKs,indomain,Surfing,3,105087,105186
595,8351,activitynet~v_EpWZ_-hNKKs,indomain,Surfing,2,105188,105326
596,8363,activitynet~v_FEqLmpNzxdg,zeroshot,Ice fishing,0,105328,105490
597,8366,activitynet~v_FEqLmpNzxdg,zeroshot,Ice fishing,1,105492,105672
598,8367,activitynet~v_FMVECEaQ0Jo,zeroshot,Running a marathon,1,105674,105830
599,8435,activitynet~v_HW5QhCSKTsw,zeroshot,Layup drill in basketball,3,105832,105918
600,8471,activitynet~v_ILIpCfCWyT0,indomain,Skateboarding,3,105920,106035
601,8486,activitynet~v_IqXaLlFSWwc,zeroshot,High jump,2,106037,106119
602,8515,activitynet~v_JMlNfZlOyX8,zeroshot,Washing face,2,106121,106266
603,8516,activitynet~v_JMlNfZlOyX8,zeroshot,Washing face,3,106268,106412
604,8519,activitynet~v_JQcN61A1MEU,indomain,Futsal,1,106414,106557
605,8520,activitynet~v_JQcN61A1MEU,indomain,Futsal,3,106559,106832
606,8525,activitynet~v_JXMD8Obk0yg,indomain,Arm wrestling,2,106834,106999
607,8527,activitynet~v_J_CJSmMFWlg,indomain,Doing kickboxing,0,107001,107201
608,8541,activitynet~v_JyfelXz6GaA,indomain,Futsal,0,107203,107460
609,8551,activitynet~v_K98WGaMR4eM,indomain,Doing a powerbomb,0,107462,107719
610,8553,activitynet~v_K98WGaMR4eM,indomain,Doing a powerbomb,2,107721,107909
611,8555,activitynet~v_K98WGaMR4eM,indomain,Doing a powerbomb,1,107911,108137
612,8557,activitynet~v_KFS_lGlO-Ew,zeroshot,Gargling mouthwash,2,108139,108287
613,8565,activitynet~v_KU8VVtam3ig,zeroshot,Sharpening knives,3,108289,108474
